st_cty,Th1_Historic_Undervaccination,Th2_Sociodemographic_Barriers,Th3_Resource_constrained_Healthcare_System,Th4_Healthcare_Accessibility_Barriers,Th5_Irregular_Care_Seeking_Behavior,CVAC
MO Gasconade County,0.816937281,0.199617956,0.696593442,0.332059854,0.414836039,0.492836676
MO Gentry County,0.724609997,0.393186883,0.653613499,0.721426297,0.443170965,0.651384909
MO Greene County,0.772365489,0.349251831,0.317414836,0.678764725,0.673034066,0.607449857
MO Grundy County,0.859280484,0.70518943,0.770773639,0.93919134,0.466411971,0.874880611
MO Harrison County,0.888252149,0.58548233,0.602674308,0.808022923,0.41451767,0.76217765
MO Henry County,0.866921363,0.422158548,0.357211079,0.745940783,0.487106017,0.634511302
MO Hickory County,0.907354346,0.737663165,0.582298631,0.507163324,0.245144858,0.667621777
MO Holt County,0.903215536,0.274434893,0.651384909,0.574021012,0.377268386,0.604584527
MO Howard County,0.758357211,0.373447947,0.831263929,0.325055715,0.466411971,0.594078319
MO Howell County,0.875198981,0.612225406,0.252785737,0.892709328,0.3527539,0.670487106
MO Iron County,0.830945559,0.801337154,0.206622095,0.886023559,0.532632919,0.751034702
MO Jackson County,0.670805476,0.373129577,0.616364215,0.773320599,0.416109519,0.624960204
MO Jasper County,0.684813754,0.415472779,0.578796562,0.738299904,0.639923591,0.691499522
MO Jefferson County,0.688315823,0.032792104,0.949060809,0.241006049,0.493155046,0.475007959
MO Johnson County,0.87965616,0.091053805,0.911174785,0.385546004,0.803247373,0.695001592
MO Knox County,0.907991086,0.619547915,0.749442853,0.690544413,0.390321554,0.779687997
MO Laclede County,0.906080866,0.46864056,0.492199936,0.637376632,0.41133397,0.64501751
MO Lafayette County,0.738299904,0.290990131,0.741165234,0.595033429,0.384909265,0.592486469
MO Lawrence County,0.797198344,0.5889844,0.826488379,0.662846227,0.693728112,0.829035339
MO Lewis County,0.956701687,0.46991404,0.975485514,0.688952563,0.423432028,0.816937281
MO Lincoln County,0.82139446,0.139764406,0.959567017,0.325055715,0.654886979,0.640560331
MO Linn County,0.819165871,0.542820758,0.680674944,0.466093601,0.432346387,0.652976759
MO Livingston County,0.872652022,0.555873926,0.514804202,0.662846227,0.511938873,0.712193569
MO McDonald County,0.872970392,0.912448265,0.907991086,0.719516078,0.709009869,0.950015918
MO Macon County,0.861509074,0.652658389,0.500477555,0.842406877,0.430436167,0.759312321
MO Madison County,0.874880611,0.552371856,0.877745941,0.726520216,0.593441579,0.844635466
MO Maries County,0.927411652,0.727475326,0.935370901,0.901305317,0.536771729,0.931868832
MO Marion County,0.9417383,0.184017829,0.511620503,0.755173512,0.367080548,0.595670169
MO Mercer County,0.933460681,0.562559694,0.617000955,0.794014645,0.377268386,0.758357211
MO Miller County,0.851002865,0.399872652,0.510347023,0.334288443,0.683540274,0.602992677
MO Mississippi County,0.851639605,0.931550462,0.565106654,0.949060809,0.697866921,0.926774912
MO Moniteau County,0.711875199,0.546004457,0.878382681,0.859598854,0.58611907,0.831900669
MO Monroe County,0.868831582,0.720152818,0.908627826,0.836039478,0.443170965,0.88443171
MO Montgomery County,0.923909583,0.580706781,0.770136899,0.397644062,0.511938873,0.733205985
MO Morgan County,0.759630691,0.864056033,0.722699777,0.961477237,0.349570201,0.854504935
MO New Madrid County,0.93823623,0.642152181,0.875517351,0.918815664,0.564788284,0.920407514
MO Newton County,0.785100287,0.479465138,0.638650111,0.614135626,0.456542502,0.665711557
MO Nodaway County,0.970709965,0.325374085,0.64820121,0.540910538,0.790512576,0.756128621
MO Oregon County,0.920089144,0.781279847,0.758675581,0.541547278,0.430436167,0.797835084
MO Osage County,0.743393824,0.397962432,0.912448265,0.216491563,0.495702006,0.598535498
MO Ozark County,0.802929004,0.811843362,0.932823941,0.736389685,0.312957657,0.834765998
MO Pemiscot County,0.972938555,0.806431073,0.53167781,0.937599491,0.555237186,0.889525629
MO Perry County,0.950015918,0.128621458,0.638968481,0.346068131,0.737981535,0.611270296
MO Pettis County,0.82234957,0.64438077,0.797516714,0.854186565,0.497293855,0.841770137
MO Phelps County,0.905125756,0.418338109,0.29640242,0.712193569,0.700732251,0.686723973
MO Pike County,0.976440624,0.483285578,0.786692136,0.738618274,0.76440624,0.878701051
MO Platte County,0.661254378,0.024196116,0.636421522,0.131168418,0.460044572,0.309773957
MO Polk County,0.947150589,0.29544731,0.321872015,0.826488379,0.476918179,0.631009233
MO Pulaski County,0.984399873,0.208850684,0.850684495,0.561286215,0.860872334,0.804839223
MO Putnam County,0.877109201,0.64565425,0.663482967,0.828398599,0.344794651,0.780643107
MO Ralls County,0.944921999,0.260426616,0.979624323,0.283349252,0.303406558,0.601082458
MO Randolph County,0.833174148,0.52785737,0.345431391,0.737026425,0.550143266,0.673670805
MO Ray County,0.747532633,0.277618593,0.901942057,0.741165234,0.418656479,0.698822031
MO Reynolds County,0.890480739,0.628462273,0.774275708,0.584527221,0.399235912,0.757083731
MO Ripley County,0.921999363,0.826488379,0.88252149,0.814708691,0.516714422,0.923909583
MO St. Charles County,0.690226043,0.005093919,0.664119707,0.080865966,0.501114295,0.319325056
MO St. Clair County,0.897166507,0.711556829,0.713467049,0.709646609,0.323782235,0.778414518
MO Ste. Genevieve County,0.960203757,0.225405922,0.913403375,0.23336517,0.656478828,0.672078956
MO St. Francois County,0.753581662,0.379496975,0.270614454,0.759312321,0.635784782,0.610315186
MO St. Louis County,0.7055078,0.109200891,0.467367081,0.408150271,0.284622732,0.329194524
MO Saline County,0.859280484,0.70327921,0.563833174,0.686723973,0.463228271,0.756446991
MO Schuyler County,0.629417383,0.76599809,0.792741165,0.722699777,0.280802292,0.735116205
MO Scotland County,0.896848138,0.599172238,0.2944922,0.779051258,0.516714422,0.698503661
MO Scott County,0.698185291,0.520853231,0.459089462,0.866602993,0.362623368,0.642788921
MO Shannon County,0.88411334,0.813753582,0.919770774,0.523081821,0.558420885,0.864374403
MO Shelby County,0.890480739,0.404329831,0.934097421,0.421840178,0.438395415,0.700095511
MO Stoddard County,0.916905444,0.480420248,0.793696275,0.811843362,0.633874562,0.848774276
MO Stone County,0.865011143,0.300859599,0.795606495,0.371856097,0.241642789,0.533906399
MO Sullivan County,0.840496657,0.870423432,0.622731614,0.396052213,0.721426297,0.802929004
MO Taney County,0.890480739,0.493155046,0.279210443,0.793059535,0.421521808,0.633556192
MO Texas County,0.94301178,0.757083731,0.82107609,0.87965616,0.653613499,0.936962751
MO Vernon County,0.843680357,0.376313276,0.455269023,0.879337791,0.633874562,0.734479465
MO Warren County,0.747532633,0.226997771,0.891117479,0.248646928,0.446991404,0.52944922
MO Washington County,0.858325374,0.70805476,0.737026425,0.801655524,0.567335244,0.858007004
MO Wayne County,0.945558739,0.82298631,0.955746578,0.903215536,0.377268386,0.928685132
MO Webster County,0.846227316,0.447946514,0.838904807,0.863100923,0.509710283,0.815027061
MO Worth County,0.872015282,0.306590258,0.450811843,0.479146769,0.309455587,0.482648838
MO Wright County,0.88283986,0.777777778,0.484240688,0.945240369,0.582617001,0.858643744
MO St. Louis city,0.855141675,0.773320599,0.451130213,0.826488379,0.454313913,0.781279847
MT Beaverhead County,0.359121299,0.490289717,0.043298313,0.279528812,0.64438077,0.277618593
MT Big Horn County,0.573065903,0.902260427,0.408787011,0.567653613,0.678764725,0.717924228
MT Blaine County,0.593441579,0.759949061,0.158229863,0.786692136,0.652658389,0.656797198
MT Broadwater County,0.328876154,0.164278892,0.494428526,0.043616683,0.560967845,0.204075135
MT Carbon County,0.377586756,0.253740847,0.156319643,0.067812798,0.371856097,0.104743712
MT Carter County,0.574657752,0.249602038,0.1779688,0.685132124,0.462273161,0.392868513
MT Cascade County,0.452085323,0.382999045,0.031518625,0.52785737,0.569245463,0.325374085
MT Chouteau County,0.621776504,0.565106654,0.319643426,0.486150907,0.59025788,0.535498249
MT Custer County,0.630054123,0.208532315,0.014008278,0.365488698,0.619229545,0.285577841
MT Daniels County,0.597262018,0.35530086,0.047755492,0.322190385,0.415154409,0.252467367
MT Dawson County,0.675262655,0.252785737,0.045845272,0.027698185,0.626870423,0.214899713
MT Deer Lodge County,0.29672079,0.539637058,0.062718879,0.581980261,0.596306909,0.364851958
MT Fallon County,0.626870423,0.404966571,0.055396371,0.156001273,0.614135626,0.290671761
MT Fergus County,0.443807705,0.23241006,0.148678765,0.35530086,0.516714422,0.238777459
MT Flathead County,0.389048074,0.110156001,0.055078001,0.11620503,0.52690226,0.099649793
MT Gallatin County,0.462273161,0.008277619,0.131168418,0.044890162,0.710601719,0.137535817
MT Garfield County,0.627825533,0.345431391,0.266157275,0.126074499,0.521808341,0.300222859
MT Glacier County,0.627825533,0.93982808,0.143903216,0.46895893,0.670168736,0.625596944
MT Golden Valley County,0.449219994,0.733205985,0.544730977,0.120980579,0.486787647,0.453040433
MT Granite County,0.368990767,0.313276027,0.271251194,0.112066221,0.397644062,0.169691181
MT Hill County,0.64533588,0.387456224,0.035020694,0.266794015,0.623686724,0.323782235
MT Jefferson County,0.315822986,0.022604266,0.418974849,0.047437122,0.425660618,0.105380452
MT Judith Basin County,0.396688953,0.266475645,0.605539637,0.229226361,0.502706145,0.335880293
MT Lake County,0.637058262,0.458771092,0.085323145,0.287169691,0.615090735,0.365488698
MT Lewis and Clark County,0.287169691,0.016555237,0.081184336,0.113658071,0.540273798,0.063992359
MT Liberty County,0.602674308,0.661254378,0.035975804,0.739573384,0.553008596,0.538363578
MT Lincoln County,0.612862146,0.689270933,0.034383954,0.205985355,0.496975486,0.349570201
MT McCone County,0.5307227,0.260108246,0.319961796,0.029290035,0.46991404,0.210442534
MT Madison County,0.579114932,0.326329195,0.111111111,0.163642152,0.502706145,0.23336517
MT Meagher County,0.608086597,0.507163324,0.039477873,0.180197389,0.455587393,0.269340974
MT Mineral County,0.546641197,0.76663483,0.091690544,0.135307227,0.489334607,0.346068131
MT Missoula County,0.404329831,0.096784464,0.038841133,0.162687042,0.677491245,0.145495065
MT Musselshell County,0.460362942,0.670168736,0.429799427,0.308818848,0.502706145,0.463546641
MT Park County,0.663164597,0.282712512,0.129576568,0.367717287,0.591212989,0.347659981
MT Petroleum County,0.504616364,0.172874881,0.891754218,0.06176377,0.489652977,0.381407195
MT Phillips County,0.279210443,0.544412607,0.455905762,0.238777459,0.516396052,0.348296721
MT Pondera County,0.47086915,0.534543139,0.028334925,0.562878064,0.575931232,0.399554282
MT Powder River County,0.489016237,0.12034384,0.283349252,0.041069723,0.441260745,0.143266476
MT Powell County,0.510983763,0.382362305,0.305953518,0.326329195,0.678764725,0.408468641
MT Prairie County,0.556192295,0.408150271,0.249602038,0.009869468,0.35020694,0.198981216
MT Ravalli County,0.463865011,0.114613181,0.262655205,0.179560649,0.545049347,0.195479147
MT Richland County,0.40910538,0.208213945,0.162050302,0.546959567,0.657115568,0.331741484
MT Roosevelt County,0.665074817,0.892390958,0.195479147,0.843361987,0.676217765,0.755173512
MT Rosebud County,0.677491245,0.696593442,0.100604903,0.578159822,0.672078956,0.585163961
MT Sanders County,0.619866285,0.680356574,0.459089462,0.227952881,0.47086915,0.492199936
MT Sheridan County,0.562241324,0.089143585,0.11747851,0.245144858,0.448264884,0.168736071
MT Silver Bow County,0.260426616,0.581343521,0.042979943,0.380452085,0.546959567,0.276345113
MT Stillwater County,0.5858007,0.064629099,0.568608723,0.045526902,0.567016874,0.281439032
MT Sweet Grass County,0.628780643,0.259789876,0.159503343,0.049028972,0.488379497,0.201528176
MT Teton County,0.395097103,0.217128303,0.083412926,0.269022604,0.516714422,0.17510347
MT Toole County,0.631009233,0.624641834,0.075772047,0.64788284,0.689270933,0.568290353
MT Treasure County,0.439350525,0.399554282,0.82457816,0.025151226,0.449538364,0.387456224
MT Valley County,0.591212989,0.228271251,0.027061445,0.079592486,0.523081821,0.164278892
MT Wheatland County,0.579114932,0.723336517,0.212352754,0.636103152,0.521489971,0.570837313
MT Wibaux County,0.512893983,0.511302133,0.629735753,0.210124164,0.455905762,0.447946514
MT Yellowstone County,0.40974212,0.037567654,0.147086915,0.148042025,0.592168099,0.129894938
NE Adams County,0.110156001,0.395415473,0.043616683,0.567971983,0.546322827,0.226679401
NE Antelope County,0.349570201,0.416746259,0.016555237,0.147405285,0.458771092,0.148678765
NE Arthur County,0.223177332,0.362941738,0.596625279,0.196434257,0.502069405,0.299267749
NE Banner County,0.159503343,0.401146132,0.76185928,0.052531041,0.304043298,0.231454951
NE Blaine County,0.35211716,0.218720153,0.594715059,0.0582617,0.41069723,0.216809933
NE Boone County,0.328239414,0.084686406,0.063992359,0.201528176,0.477873289,0.087870105
NE Box Butte County,0.297357529,0.199617956,0.046482012,0.465456861,0.595033429,0.207258835
NE Boyd County,0.342884432,0.521808341,0.132760267,0.337790513,0.317733206,0.223177332
NE Brown County,0.366762178,0.424705508,0.020375677,0.286214581,0.380133715,0.173193251
NE Buffalo County,0.208213945,0.146131805,0.05953518,0.395415473,0.669531996,0.17382999
NE Burt County,0.373129577,0.259153136,0.195160777,0.382043935,0.41165234,0.213626234
NE Butler County,0.190066858,0.196434257,0.245144858,0.091372174,0.514804202,0.107609042
NE Cass County,0.184972939,0.003183699,0.546004457,0.142311366,0.440305635,0.124801019
NE Cedar County,0.228271251,0.210760904,0.374403056,0.111747851,0.479783508,0.155046164
NE Chase County,0.382999045,0.078000637,0.219356893,0.197707736,0.553963706,0.160776823
NE Cherry County,0.395415473,0.205985355,0.212671124,0.311047437,0.495065266,0.213307864
NE Cheyenne County,0.169691181,0.050939191,0.030563515,0.2913085,0.610315186,0.087551735
NE Clay County,0.171283031,0.322827125,0.550461636,0.168417701,0.417701369,0.215536453
NE Colfax County,0.35370901,0.685768863,0.372174467,0.439350525,0.819802611,0.569882203
NE Cuming County,0.376950016,0.515759312,0.127666348,0.305953518,0.520534862,0.287488061
NE Custer County,0.256924546,0.341292582,0.042343203,0.438077046,0.456860872,0.187519898
NE Dakota County,0.215854823,0.637695002,0.566380134,0.506844954,0.745940783,0.571155683
NE Dawes County,0.243234639,0.109200891,0.090735435,0.539000318,0.753900032,0.252148997
NE Dawson County,0.345113021,0.565743394,0.17574021,0.609678446,0.659980898,0.461318052
NE Deuel County,0.307226998,0.551416746,0.247373448,0.431391277,0.388729704,0.313594397
NE Dixon County,0.17414836,0.536134989,0.59089462,0.228271251,0.435530086,0.326647564
NE Dodge County,0.103151862,0.484559058,0.032473734,0.598217128,0.450811843,0.228907991
NE Douglas County,0.120662209,0.182107609,0.026106336,0.486787647,0.635784782,0.166189112
NE Dundy County,0.349570201,0.539000318,0.091690544,0.359758039,0.421840178,0.258834766
NE Fillmore County,0.370900987,0.169372811,0.225405922,0.090735435,0.435530086,0.1197071
NE Franklin County,0.35243553,0.462273161,0.074498567,0.071633238,0.388729704,0.135625597
NE Frontier County,0.327284304,0.307226998,0.516396052,0.287488061,0.561604585,0.335561923
NE Furnas County,0.329512894,0.489652977,0.096466094,0.364851958,0.403693091,0.23400191
NE Gage County,0.240369309,0.226042662,0.067812798,0.190703598,0.380133715,0.076090417
NE Garden County,0.270614454,0.368672397,0.203438395,0.199936326,0.356255969,0.153135944
NE Garfield County,0.345113021,0.35148042,0.191977077,0.032792104,0.314231137,0.106972302
NE Gosper County,0.240369309,0.005412289,0.595988539,0.084368036,0.321872015,0.109519261
NE Grant County,0.394141993,0.152180834,0.601400828,0.217446673,0.52785737,0.301814709
NE Greeley County,0.364533588,0.451766953,0.425342248,0.106972302,0.429799427,0.263928685
NE Hall County,0.128621458,0.441897485,0.040432983,0.47118752,0.637376632,0.245463228
NE Hamilton County,0.113976441,0.00095511,0.437440306,0.11875199,0.53104107,0.100923273
NE Harlan County,0.329512894,0.1779688,0.077682267,0.109200891,0.380133715,0.069404648
NE Hayes County,0.305953518,0.315186246,0.803884113,0.166507482,0.477873289,0.361349889
NE Hitchcock County,0.337153773,0.361986628,0.749442853,0.298312639,0.41292582,0.396052213
NE Holt County,0.386501114,0.325692455,0.06176377,0.136580707,0.465456861,0.143903216
NE Hooker County,0.265202165,0.570837313,0.52913085,0.133397007,0.317733206,0.277300223
NE Howard County,0.313276027,0.282394142,0.41037886,0.389048074,0.373766316,0.261381726
NE Jefferson County,0.259153136,0.631645973,0.05698822,0.422795288,0.47023241,0.286851321
NE Johnson County,0.445399554,0.606176377,0.106972302,0.382043935,0.70837313,0.425660618
NE Kearney County,0.317096466,0.084686406,0.396370583,0.521808341,0.394778733,0.242916269
NE Keith County,0.263928685,0.240050939,0.158866603,0.442534225,0.47023241,0.199299586
NE Keya Paha County,0.342884432,0.153454314,0.669213626,0.083094556,0.299904489,0.192295447
NE Kimball County,0.323145495,0.442215855,0.199299586,0.606176377,0.475007959,0.35243553
NE Knox County,0.250557147,0.483922318,0.17446673,0.347978351,0.420885068,0.231136581
NE Lancaster County,0.130213308,0.101241643,0.11938873,0.265520535,0.658389048,0.11556829
NE Lincoln County,0.167780961,0.046163642,0.17605858,0.616682585,0.499204075,0.17924228
NE Logan County,0.214262974,0.553326966,0.801655524,0.129258198,0.373766316,0.362623368
NE Loup County,0.358166189,0.167780961,0.738299904,0.050620821,0.400509392,0.243553009
NE McPherson County,0.338108883,0.514485833,0.818210761,0.040432983,0.361349889,0.362941738
NE Madison County,0.126392869,0.517669532,0.00159185,0.636421522,0.574339382,0.289716651
NE Merrick County,0.343521172,0.324737345,0.320280166,0.7055078,0.403056351,0.372492837
NE Morrill County,0.310410697,0.482012098,0.226361032,0.29385546,0.551098376,0.2944922
NE Nance County,0.340337472,0.397325692,0.327284304,0.144221585,0.508755174,0.244826488
NE Nemaha County,0.380133715,0.105062082,0.303088188,0.203438395,0.615727475,0.209487424
NE Nuckolls County,0.339700732,0.358484559,0.071633238,0.500795925,0.347023241,0.212989494
NE Otoe County,0.394141993,0.276026743,0.081184336,0.474052849,0.551098376,0.263291945
NE Pawnee County,0.35084368,0.511302133,0.068449538,0.877109201,0.329194524,0.386819484
NE Perkins County,0.326965934,0.084049666,0.05858007,0.219038523,0.492518306,0.095829354
NE Phelps County,0.11716014,0.163323782,0.17669532,0.104425342,0.539318688,0.075135307
NE Pierce County,0.17542184,0.021967526,0.015281757,0.095192614,0.416109519,0.022604266
NE Platte County,0.122890799,0.395733843,0.040114613,0.46991404,0.551098376,0.200254696
NE Polk County,0.17701369,0.164915632,0.17669532,0.366125438,0.466411971,0.136262337
NE Red Willow County,0.358802929,0.316459726,0.136580707,0.41037886,0.580070041,0.272524674
NE Richardson County,0.347978351,0.360076409,0.515759312,0.194524037,0.441260745,0.29290035
NE Rock County,0.368354027,0.271251194,0.227316141,0.166825852,0.363260108,0.152180834
NE Saline County,0.438713785,0.636103152,0.153772684,0.239095829,0.773638968,0.423750398
NE Sarpy County,0.166507482,0.007640879,0.320598535,0.065902579,0.611270296,0.093919134
NE Saunders County,0.267430755,0.068131168,0.515440942,0.11588666,0.422158548,0.148678765
NE Scotts Bluff County,0.213944604,0.552371856,0.092327284,0.480738618,0.533906399,0.29703916
NE Seward County,0.41165234,0.014963387,0.380770455,0.11938873,0.547596307,0.172874881
NE Sheridan County,0.312320917,0.510347023,0.241324419,0.754218402,0.428844317,0.425023878
NE Sherman County,0.303406558,0.269022604,0.29608405,0.207895575,0.363260108,0.162687042
NE Sioux County,0.256924546,0.515440942,0.803565743,0.591531359,0.439032155,0.544094238
NE Stanton County,0.248646928,0.347341611,0.420885068,0.085004776,0.506844954,0.209805794
NE Thayer County,0.347023241,0.35211716,0.29385546,0.273798153,0.347023241,0.212034384
NE Thomas County,0.254059217,0.00159185,0.721426297,0.021967526,0.440305635,0.162368672
NE Thurston County,0.460681312,0.853868195,0.17828717,0.896529768,0.805794333,0.737663165
NE Valley County,0.35466412,0.357211079,0.012416428,0.41228908,0.40974212,0.191340337
NE Washington County,0.23591213,0.004457179,0.362623368,0.190703598,0.447628144,0.108564152
NE Wayne County,0.181152499,0.042661573,0.275390003,0.043935053,0.797835084,0.132760267
NE Webster County,0.346704871,0.380133715,0.039159503,0.441260745,0.408787011,0.212671124
NE Wheeler County,0.388411334,0.427252467,0.661572748,0.211397644,0.456224132,0.390321554
NE York County,0.370900987,0.042024833,0.044890162,0.200573066,0.581661891,0.108245782
NV Churchill County,0.624005094,0.373766316,0.712511939,0.447309774,0.968481375,0.715058898
NV Clark County,0.813435212,0.493791786,0.874880611,0.787328876,0.989812162,0.922954473
NV Douglas County,0.509073543,0.159821713,0.651384909,0.201209806,0.88220312,0.474689589
NV Elko County,0.729703916,0.262336835,0.800700414,0.321235275,0.988220312,0.70646291
NV Esmeralda County,0.812798472,0.789557466,0.951607768,0.934097421,0.889207259,0.983126393
NV Eureka County,0.839541547,0.097421203,0.807386183,0.609678446,0.971665075,0.769500159
NV Humboldt County,0.88283986,0.496975486,0.893027698,0.481056988,0.991085642,0.876154091
NV Lander County,0.870741802,0.343839542,0.70741802,0.693409742,0.990130532,0.839541547
NV Lincoln County,0.875517351,0.506526584,0.735116205,0.626552053,0.981534543,0.870741802
NV Lyon County,0.580388411,0.459407832,0.934734161,0.364533588,0.956383317,0.76185928
NV Mineral County,0.811206622,0.820120981,0.904489016,0.802929004,0.931232092,0.970391595
NV Nye County,0.755491882,0.887297039,0.932823941,0.498567335,0.858325374,0.918497294
NV Pershing County,0.811843362,0.779051258,0.920725883,0.808341293,0.992995861,0.976122254
NV Storey County,0.548551417,0.127984718,0.933460681,0.281439032,0.864374403,0.594396689
NV Washoe County,0.550780006,0.281757402,0.596625279,0.634192932,0.983126393,0.688952563
NV White Pine County,0.692454632,0.546322827,0.41006049,0.241324419,0.989493792,0.634829672
NV Carson City,0.543139128,0.505571474,0.46959567,0.731295766,0.978350844,0.744667303
NH Belknap County,0.451130213,0.026743075,0.145813435,0.158866603,0.005093919,0.030563515
NH Carroll County,0.607449857,0.046482012,0.101560013,0.29544731,0.010506208,0.067494429
NH Cheshire County,0.477554919,0.122572429,0.339063992,0.265838905,0.028016555,0.106335562
NH Coos County,0.602037568,0.663164597,0.033428844,0.64692773,0.00286533,0.321872015
NH Grafton County,0.603311047,0.201528176,0.008595989,0.384272525,0.022922636,0.103470232
NH Hillsborough County,0.442534225,0.106017192,0.172238141,0.252467367,0.055396371,0.062718879
NH Merrimack County,0.477554919,0.035657434,0.091372174,0.194205667,0.025787966,0.034383954
NH Rockingham County,0.436166826,0.015600127,0.155364534,0.009869468,0.025151226,0.015918497
NH Strafford County,0.52944922,0.05698822,0.181789239,0.243553009,0.092964024,0.075772047
NH Sullivan County,0.510347023,0.141037886,0.372492837,0.356574339,0.006367399,0.148360395
NJ Atlantic County,0.403693091,0.499204075,0.100923273,0.734479465,0.098694683,0.285259472
NJ Bergen County,0.322827125,0.204393505,0.074498567,0.567016874,0.080865966,0.110474371
NJ Burlington County,0.321235275,0.121298949,0.164915632,0.099968163,0.077045527,0.030245145
NJ Camden County,0.130531678,0.387774594,0.127347978,0.638968481,0.113658071,0.152817574
NJ Cape May County,0.330468004,0.200573066,0.065584209,0.486469277,0.031518625,0.078000637
NJ Cumberland County,0.253740847,0.893346068,0.23591213,0.784145177,0.211397644,0.466411971
NJ Essex County,0.220312003,0.560012735,0.105062082,0.808978032,0.150907354,0.287169691
NJ Gloucester County,0.124164279,0.11493155,0.217446673,0.185609678,0.095510984,0.023559376
NJ Hudson County,0.297357529,0.41388093,0.113021331,0.833810888,0.253740847,0.308818848
NJ Hunterdon County,0.418019739,0.043935053,0.171601401,0.045845272,0.074498567,0.027061445
NJ Mercer County,0.181789239,0.321872015,0.06049029,0.681948424,0.135307227,0.145813435
NJ Middlesex County,0.170964661,0.244508118,0.099331423,0.5307227,0.145495065,0.097421203
NJ Monmouth County,0.428525947,0.147723655,0.072906718,0.390003184,0.079592486,0.078955747
NJ Morris County,0.301814709,0.108882521,0.047118752,0.11811525,0.070678128,0.016236867
NJ Ocean County,0.384590895,0.359758039,0.270296084,0.396370583,0.032155365,0.163323782
NJ Passaic County,0.171601401,0.564151544,0.087233365,0.830945559,0.203756765,0.2913085
NJ Salem County,0.179560649,0.510665393,0.624641834,0.503661254,0.083094556,0.305635148
NJ Somerset County,0.333651703,0.112702961,0.088506845,0.17765043,0.088825215,0.032155365
NJ Sussex County,0.363578478,0.080865966,0.399872652,0.072906718,0.089143585,0.0582617
NJ Union County,0.202801656,0.380452085,0.107609042,0.789875836,0.152180834,0.215854823
NJ Warren County,0.35434575,0.206622095,0.208850684,0.418019739,0.082457816,0.114613181
NM Bernalillo County,0.185609678,0.560967845,0.131486788,0.493473416,0.958930277,0.451766953
NM Catron County,0.224450812,0.929003502,0.335561923,0.243553009,0.828716969,0.52944922
NM Chaves County,0.319961796,0.964342566,0.211079274,0.578796562,0.957338427,0.686405603
NM Cibola County,0.209487424,0.995861191,0.157911493,0.800063674,0.951289398,0.710601719
NM Colfax County,0.133078637,0.949697549,0.034065584,0.620184655,0.949697549,0.574339382
NM Curry County,0.172874881,0.642470551,0.248010188,0.408787011,0.965616046,0.487742757
NM De Baca County,0.344476281,0.909264565,0.141992996,0.378860236,0.922317733,0.578478192
NM Doña Ana County,0.196434257,0.886660299,0.194524037,0.70741802,0.967207896,0.657433938
NM Eddy County,0.23495702,0.540273798,0.109837631,0.517987902,0.955746578,0.461954791
NM Grant County,0.184336199,0.903533906,0.036294174,0.553963706,0.888888889,0.53199618
NM Guadalupe County,0.200254696,0.991404011,0.1165234,0.696275072,0.977077364,0.668895256
NM Harding County,0.181470869,0.851321235,0.231454951,0.827443489,0.865329513,0.660617638
NM Hidalgo County,0.29544731,0.960203757,0.228271251,0.426615727,0.962432346,0.632282713
NM Lea County,0.433301496,0.722381407,0.616045845,0.52944922,0.970073225,0.754536772
NM Lincoln County,0.146131805,0.702642471,0.258516396,0.509391913,0.858962114,0.497293855
NM Los Alamos County,0.243553009,0.074180197,0.107290672,0.089143585,0.876472461,0.149633875
NM Luna County,0.243553009,0.99840815,0.29417383,0.794651385,0.923272843,0.749442853
NM McKinley County,0.160140083,0.99936326,0.593123209,0.949379179,0.936962751,0.849092646
NM Mora County,0.247055078,0.99713467,0.215854823,0.475326329,0.955428208,0.638013372
NM Otero County,0.280483922,0.862145813,0.388411334,0.714740528,0.951926138,0.738936644
NM Quay County,0.23336517,0.983126393,0.17382999,0.630372493,0.94364852,0.661891117
NM Rio Arriba County,0.3527539,0.984081503,0.051894301,0.497293855,0.953199618,0.621776504
NM Roosevelt County,0.407195161,0.76440624,0.277300223,0.524355301,0.969754855,0.653613499
NM Sandoval County,0.199299586,0.452085323,0.29194524,0.182425979,0.948424069,0.363578478
NM San Juan County,0.147086915,0.974530404,0.513212353,0.474052849,0.953517988,0.692773002
NM San Miguel County,0.191658707,0.989493792,0.089780325,0.657115568,0.952881248,0.635784782
NM Santa Fe County,0.222858962,0.474689589,0.023559376,0.230181471,0.937917861,0.301177969
NM Sierra County,0.246099968,0.972620185,0.099013053,0.665074817,0.840815027,0.616364215
NM Socorro County,0.278255333,0.967526266,0.150270614,0.828716969,0.970709965,0.737981535
NM Taos County,0.288761541,0.966889526,0.041706463,0.552690226,0.921044253,0.600764088
NM Torrance County,0.245144858,0.988857052,0.554282076,0.182107609,0.94205667,0.64438077
NM Union County,0.388092964,0.972301815,0.393823623,0.815027061,0.971983445,0.82330468
NM Valencia County,0.264883795,0.93919134,0.554282076,0.200573066,0.960522127,0.64660936
NY Albany County,0.204393505,0.278573703,0.032155365,0.377586756,0.372492837,0.113658071
NY Allegany County,0.299904489,0.616682585,0.23654887,0.608404967,0.545049347,0.443807705
NY Bronx County,0.344157911,0.878382681,0.034702324,0.611588666,0.640560331,0.505571474
NY Broome County,0.241961159,0.53231455,0.046163642,0.423432028,0.35561923,0.206303725
NY Cattaraugus County,0.212989494,0.82330468,0.209487424,0.679719834,0.336198663,0.430754537
