st_cty,vac_rate,low,med,high,tot_hesi,Th1_Historic_Undervaccination,Th2_Sociodemographic_Barriers,Th3_Resource_constrained_Healthcare_System,Th4_Healthcare_Accessibility_Barriers,party,believe_in_god,relig_rank,religious_index
TX Edwards County,0,0.17,0.11,0.07,0.35,0.719197708,0.808022923,0.953199618,0.536771729,0,0.69,11,0.64
TX El Paso County,0,0.16,0.1,0.06,0.32,0.809933142,0.754855142,0.817892391,0.845590576,1,0.69,11,0.64
TX Ellis County,0,0.17,0.11,0.08,0.36,0.539000318,0.144539955,0.949697549,0.538681948,0,0.69,11,0.64
TX Erath County,0,0.17,0.11,0.08,0.36,0.681311684,0.311047437,0.94301178,0.860872334,0,0.69,11,0.64
TX Falls County,0,0.19,0.12,0.08,0.39,0.744030564,0.957656797,0.971665075,0.985354982,0,0.69,11,0.64
TX Fannin County,0,0.19,0.13,0.09,0.41,0.654886979,0.461318052,0.977077364,0.699140401,0,0.69,11,0.64
TX Fayette County,0,0.19,0.12,0.08,0.39,0.572110793,0.668576886,0.799745304,0.70646291,0,0.69,11,0.64
TX Fisher County,0,0.19,0.13,0.09,0.41,0.793059535,0.819165871,0.717605858,0.694683222,0,0.69,11,0.64
TX Floyd County,0,0.18,0.11,0.08,0.37,0.807386183,0.801973894,0.874562241,0.866602993,0,0.69,11,0.64
TX Foard County,0,0.19,0.13,0.09,0.41,0.757402101,0.758038841,0.866284623,0.804520853,0,0.69,11,0.64
TX Fort Bend County,0,0.12,0.08,0.05,0.25,0.543775868,0.157274753,0.591849729,0.405921681,1,0.69,11,0.64
TX Franklin County,0,0.19,0.13,0.09,0.41,0.661572748,0.310729067,0.992040751,0.549188157,0,0.69,11,0.64
TX Freestone County,0,0.19,0.12,0.08,0.39,0.630372493,0.886978669,0.991085642,0.82585164,0,0.69,11,0.64
TX Frio County,0,0.17,0.11,0.08,0.36,0.754536772,0.973575294,0.905762496,0.986946832,0,0.69,11,0.64
TX Gaines County,0,0.18,0.12,0.08,0.38,0.889207259,0.679719834,0.987583572,0.8802929,0,0.69,11,0.64
TX Galveston County,0,0.16,0.1,0.07,0.33,0.58962114,0.269340974,0.696275072,0.730977396,0,0.69,11,0.64
TX Garza County,0,0.18,0.11,0.08,0.37,0.754855142,0.692773002,0.975167144,0.759630691,0,0.69,11,0.64
TX Gillespie County,0,0.15,0.1,0.07,0.32,0.613498886,0.342566062,0.364851958,0.746577523,0,0.69,11,0.64
TX Glasscock County,0,0.19,0.12,0.08,0.39,0.632919452,0.424387138,0.968799745,0.506208214,0,0.69,11,0.64
TX Goliad County,0,0.17,0.11,0.08,0.36,0.640560331,0.829990449,0.996179561,0.930595352,0,0.69,11,0.64
TX Gonzales County,0,0.17,0.11,0.08,0.36,0.839859917,0.783826807,0.831582299,0.927730022,0,0.69,11,0.64
TX Gray County,0,0.19,0.12,0.08,0.39,0.601400828,0.869786692,0.937917861,0.829353709,0,0.69,11,0.64
TX Grayson County,0,0.19,0.13,0.09,0.41,0.604584527,0.464183381,0.746895893,0.731614136,0,0.69,11,0.64
TX Gregg County,0,0.19,0.13,0.09,0.41,0.53104107,0.610633556,0.502706145,0.874243871,0,0.69,11,0.64
TX Grimes County,0,0.19,0.12,0.08,0.39,0.559694365,0.804520853,0.985991722,0.584845591,0,0.69,11,0.64
TX Guadalupe County,0,0.15,0.1,0.07,0.32,0.786373766,0.193887297,0.954473098,0.467367081,0,0.69,11,0.64
TX Hale County,0,0.18,0.11,0.08,0.37,0.813753582,0.752626552,0.849092646,0.901942057,0,0.69,11,0.64
TX Hall County,0,0.19,0.12,0.08,0.39,0.848137536,0.971028335,0.965297676,0.980261063,0,0.69,11,0.64
TX Hamilton County,0,0.19,0.13,0.08,0.4,0.829035339,0.537090099,0.634829672,0.508436804,0,0.69,11,0.64
TX Hansford County,0,0.19,0.12,0.08,0.39,0.630372493,0.733524355,0.719834448,0.564788284,0,0.69,11,0.64
TX Hardeman County,0,0.19,0.13,0.09,0.41,0.82553327,0.852913085,0.808978032,0.833174148,0,0.69,11,0.64
TX Hardin County,0,0.19,0.13,0.09,0.41,0.676536135,0.245781598,0.986310092,0.691181152,0,0.69,11,0.64
TX Harris County,0,0.17,0.11,0.07,0.35,0.571155683,0.462591531,0.64915632,0.76281439,1,0.69,11,0.64
TX Harrison County,0,0.19,0.13,0.09,0.41,0.578478192,0.82234957,0.969754855,0.813753582,0,0.69,11,0.64
TX Hartley County,0,0.19,0.12,0.08,0.39,0.641197071,0.230499841,0.897484877,0.474052849,0,0.69,11,0.64
TX Haskell County,0,0.19,0.13,0.09,0.41,0.76536135,0.951607768,0.857688634,0.983444763,0,0.69,11,0.64
TX Hays County,0,0.16,0.1,0.07,0.33,0.635784782,0.244189748,0.87997453,0.484877428,1,0.69,11,0.64
TX Hemphill County,0,0.19,0.12,0.08,0.39,0.786373766,0.324100605,0.757083731,0.660299268,0,0.69,11,0.64
TX Henderson County,0,0.21,0.14,0.09,0.44,0.512257243,0.698503661,0.944603629,0.844953836,0,0.69,11,0.64
TX Hidalgo County,0,0.17,0.11,0.07,0.35,0.740846864,0.934734161,0.928685132,0.870105062,1,0.69,11,0.64
TX Hill County,0,0.19,0.12,0.08,0.39,0.775230818,0.550461636,0.978669214,0.837312958,0,0.69,11,0.64
TX Hockley County,0,0.18,0.11,0.08,0.37,0.808659663,0.779687997,0.931868832,0.844317096,0,0.69,11,0.64
TX Hood County,0,0.17,0.11,0.08,0.36,0.496975486,0.17828717,0.932187202,0.534543139,0,0.69,11,0.64
TX Hopkins County,0,0.19,0.13,0.09,0.41,0.509391913,0.433619866,0.814390322,0.678446355,0,0.69,11,0.64
TX Houston County,0,0.21,0.14,0.09,0.44,0.569245463,0.931550462,0.971346705,0.934415791,0,0.69,11,0.64
TX Howard County,0,0.19,0.12,0.08,0.39,0.733524355,0.768545049,0.926456543,0.917542184,0,0.69,11,0.64
TX Hudspeth County,0,0.18,0.12,0.08,0.38,0.865647883,0.988538682,0.864056033,0.680356574,0,0.69,11,0.64
TX Hunt County,0,0.17,0.11,0.07,0.35,0.559694365,0.445717924,0.937281121,0.894301178,0,0.69,11,0.64
TX Hutchinson County,0,0.19,0.12,0.08,0.39,0.552053486,0.543457498,0.955428208,0.744985673,0,0.69,11,0.64
TX Irion County,0,0.19,0.12,0.08,0.39,0.798153454,0.611907036,0.99840815,0.482012098,0,0.69,11,0.64
TX Jack County,0,0.19,0.13,0.09,0.41,0.691499522,0.843361987,0.990767272,0.867558103,0,0.69,11,0.64
TX Jackson County,0,0.17,0.11,0.08,0.36,0.728430436,0.578159822,0.976440624,0.829990449,0,0.69,11,0.64
TX Jasper County,0,0.22,0.14,0.1,0.46,0.737344795,0.878064311,0.578478192,0.843680357,0,0.69,11,0.64
TX Jeff Davis County,0,0.18,0.12,0.08,0.38,0.854823305,0.633237822,0.994587711,0.488697867,0,0.69,11,0.64
TX Jefferson County,0,0.19,0.12,0.08,0.39,0.740210124,0.910856415,0.694364852,0.892390958,0,0.69,11,0.64
TX Jim Hogg County,0,0.19,0.11,0.07,0.37,0.791467685,0.99872652,0.965616046,0.99936326,1,0.69,11,0.64
TX Jim Wells County,0,0.16,0.1,0.06,0.32,0.673989175,0.99808978,0.950971028,0.955109838,0,0.69,11,0.64
TX Johnson County,0,0.2,0.13,0.09,0.42,0.58611907,0.245144858,0.974212034,0.466093601,0,0.69,11,0.64
TX Jones County,0,0.19,0.13,0.09,0.41,0.748169373,0.713148679,0.94333015,0.892072588,0,0.69,11,0.64
TX Karnes County,0,0.17,0.11,0.08,0.36,0.751353072,0.847819166,0.874243871,0.857051894,0,0.69,11,0.64
TX Kaufman County,0,0.18,0.12,0.08,0.38,0.563196434,0.315822986,0.971028335,0.562241324,0,0.69,11,0.64
TX Kendall County,0,0.15,0.1,0.07,0.32,0.640560331,0.025469596,0.449538364,0.422795288,0,0.69,11,0.64
TX Kenedy County,0,0.16,0.1,0.06,0.32,0.680038204,0.893982808,0.99904489,0.978669214,0,0.69,11,0.64
TX Kent County,0,0.19,0.13,0.09,0.41,0.76185928,0.436803566,0.99936326,0.853549825,0,0.69,11,0.64
TX Kerr County,0,0.15,0.1,0.07,0.32,0.573702642,0.304680038,0.488379497,0.582617001,0,0.69,11,0.64
TX Kimble County,0,0.19,0.12,0.08,0.39,0.70741802,0.850047755,0.382362305,0.712830309,0,0.69,11,0.64
TX King County,0,0.18,0.11,0.08,0.37,0.784781917,0.145813435,1,0.168099331,0,0.69,11,0.64
TX Kinney County,0,0.17,0.11,0.07,0.35,0.799745304,0.981852913,0.902578797,0.788283986,0,0.69,11,0.64
TX Kleberg County,0,0.16,0.1,0.06,0.32,0.744030564,0.811206622,0.892390958,0.992040751,0,0.69,11,0.64
TX Knox County,0,0.19,0.13,0.09,0.41,0.82298631,0.806749443,0.808341293,0.668895256,0,0.69,11,0.64
TX La Salle County,0,0.17,0.11,0.07,0.35,0.795924865,0.947468959,0.899395097,0.671123846,0,0.69,11,0.64
TX Lamar County,0,0.19,0.13,0.09,0.41,0.759312321,0.799426934,0.683221904,0.976122254,0,0.69,11,0.64
TX Lamb County,0,0.18,0.11,0.08,0.37,0.816300541,0.899713467,0.904489016,0.947468959,0,0.69,11,0.64
TX Lampasas County,0,0.19,0.13,0.08,0.4,0.800063674,0.336835403,0.981534543,0.775230818,0,0.69,11,0.64
TX Lavaca County,0,0.17,0.11,0.08,0.36,0.70455269,0.665074817,0.862782553,0.794333015,0,0.69,11,0.64
TX Lee County,0,0.19,0.12,0.08,0.39,0.575931232,0.64756447,0.945877109,0.662209487,0,0.69,11,0.64
TX Leon County,0,0.19,0.12,0.08,0.39,0.52690226,0.891754218,0.977714104,0.691499522,0,0.69,11,0.64
TX Liberty County,0,0.2,0.14,0.09,0.43,0.748169373,0.747214263,0.963387456,0.871060172,0,0.69,11,0.64
TX Limestone County,0,0.19,0.12,0.08,0.39,0.740846864,0.945240369,0.974848774,0.758357211,0,0.69,11,0.64
TX Lipscomb County,0,0.19,0.12,0.08,0.39,0.681311684,0.358802929,0.993632601,0.748487743,0,0.69,11,0.64
TX Live Oak County,0,0.19,0.11,0.07,0.37,0.571155683,0.929640242,0.967526266,0.685450493,0,0.69,11,0.64
TX Llano County,0,0.19,0.13,0.08,0.4,0.584527221,0.267112385,0.931232092,0.749124483,0,0.69,11,0.64
TX Loving County,0,0.18,0.12,0.08,0.38,0.730977396,0.541547278,0.994269341,0.425342248,0,0.69,11,0.64
TX Lubbock County,0,0.17,0.11,0.07,0.35,0.672715696,0.433619866,0.496020376,0.682903534,0,0.69,11,0.64
TX Lynn County,0,0.18,0.11,0.08,0.37,0.782553327,0.859280484,0.927730022,0.981534543,0,0.69,11,0.64
TX Madison County,0,0.19,0.12,0.08,0.39,0.566698504,0.837312958,0.927730022,0.929640242,0,0.69,11,0.64
TX Marion County,0,0.19,0.13,0.09,0.41,0.723654887,0.975167144,0.996816301,0.749442853,0,0.69,11,0.64
TX Martin County,0,0.19,0.12,0.08,0.39,0.850047755,0.666985037,0.935689271,0.392550143,0,0.69,11,0.64
TX Mason County,0,0.19,0.12,0.08,0.39,0.699777141,0.660936008,0.682266794,0.595988539,0,0.69,11,0.64
TX Matagorda County,0,0.17,0.11,0.07,0.35,0.619547915,0.962750716,0.759630691,0.851957975,0,0.69,11,0.64
TX Maverick County,0,0.17,0.11,0.07,0.35,0.872333652,0.99745304,0.99713467,0.913721745,1,0.69,11,0.64
TX Medina County,0,0.17,0.11,0.08,0.36,0.782553327,0.659025788,0.970073225,0.778732888,0,0.69,11,0.64
TX Menard County,0,0.19,0.12,0.08,0.39,0.696911812,0.871060172,0.851639605,0.995224451,0,0.69,11,0.64
TX Midland County,0,0.16,0.1,0.07,0.33,0.625596944,0.283349252,0.805475963,0.501751035,0,0.69,11,0.64
TX Milam County,0,0.19,0.12,0.08,0.39,0.546004457,0.907354346,0.976758994,0.809296402,0,0.69,11,0.64
TX Mills County,0,0.19,0.13,0.08,0.4,0.82075772,0.752626552,0.952244508,0.737663165,0,0.69,11,0.64
TX Mitchell County,0,0.19,0.13,0.09,0.41,0.82617001,0.843361987,0.962750716,0.675899395,0,0.69,11,0.64
TX Montague County,0,0.19,0.13,0.09,0.41,0.768545049,0.688952563,0.950015918,0.743075454,0,0.69,11,0.64
TX Montgomery County,0,0.16,0.11,0.07,0.34,0.561922954,0.146768545,0.779687997,0.570837313,0,0.69,11,0.64
TX Moore County,0,0.19,0.12,0.08,0.39,0.5889844,0.428525947,0.978350844,0.831582299,0,0.69,11,0.64
TX Morris County,0,0.19,0.13,0.09,0.41,0.728430436,0.740528494,0.99808978,0.94205667,0,0.69,11,0.64
TX Motley County,0,0.18,0.11,0.08,0.37,0.794014645,0.450493473,0.99777141,0.639923591,0,0.69,11,0.64
TX Nacogdoches County,0,0.19,0.13,0.08,0.4,0.681311684,0.630690863,0.7637695,0.893027698,0,0.69,11,0.64
TX Navarro County,0,0.19,0.12,0.08,0.39,0.572110793,0.761540911,0.970709965,0.910219675,0,0.69,11,0.64
TX Newton County,0,0.22,0.14,0.1,0.46,0.689907673,0.710283349,0.976122254,0.920089144,0,0.69,11,0.64
TX Nolan County,0,0.19,0.13,0.09,0.41,0.711556829,0.805475963,0.852594715,0.936007641,0,0.69,11,0.64
TX Nueces County,0,0.16,0.1,0.06,0.32,0.667303407,0.583890481,0.744985673,0.864374403,0,0.69,11,0.64
TX Ochiltree County,0,0.19,0.12,0.08,0.39,0.695956702,0.701368991,0.960840497,0.526265521,0,0.69,11,0.64
TX Oldham County,0,0.19,0.12,0.08,0.39,0.585163961,0.216173193,0.988538682,0.449538364,0,0.69,11,0.64
TX Orange County,0,0.19,0.13,0.09,0.41,0.583890481,0.401464502,0.944285259,0.872015282,0,0.69,11,0.64
TX Palo Pinto County,0,0.17,0.11,0.08,0.36,0.595351799,0.70646291,0.960203757,0.918178924,0,0.69,11,0.64
TX Panola County,0,0.19,0.13,0.09,0.41,0.683858644,0.687679083,0.975485514,0.680993314,0,0.69,11,0.64
TX Parker County,0,0.17,0.12,0.08,0.37,0.583890481,0.080865966,0.948424069,0.52944922,0,0.69,11,0.64
TX Parmer County,0,0.19,0.12,0.08,0.39,0.867558103,0.756128621,0.936962751,0.733524355,0,0.69,11,0.64
TX Pecos County,0,0.18,0.12,0.08,0.38,0.889207259,0.955428208,0.740846864,0.781916587,0,0.69,11,0.64
TX Polk County,0,0.21,0.14,0.09,0.44,0.678764725,0.891435848,0.8834766,0.876790831,0,0.69,11,0.64
TX Potter County,0,0.2,0.13,0.09,0.42,0.585163961,0.817574021,0.452403693,0.927411652,0,0.69,11,0.64
TX Presidio County,0,0.18,0.12,0.08,0.38,0.873925501,0.996816301,0.752308182,0.99968163,1,0.69,11,0.64
TX Rains County,0,0.19,0.13,0.09,0.41,0.568290353,0.729385546,0.996497931,0.64692773,0,0.69,11,0.64
TX Randall County,0,0.15,0.1,0.07,0.32,0.610633556,0.051575931,0.886023559,0.330149634,0,0.69,11,0.64
TX Reagan County,0,0.19,0.12,0.08,0.39,0.794333015,0.751989812,0.875198981,0.692454632,0,0.69,11,0.64
TX Real County,0,0.17,0.11,0.07,0.35,0.779369628,0.972938555,0.602037568,0.798790194,0,0.69,11,0.64
TX Red River County,0,0.19,0.13,0.09,0.41,0.770773639,0.933779051,0.993314231,0.847500796,0,0.69,11,0.64
TX Reeves County,0,0.18,0.12,0.08,0.38,0.864374403,0.873288762,0.983444763,0.700413881,0,0.69,11,0.64
TX Refugio County,0,0.18,0.12,0.08,0.38,0.673989175,0.886023559,0.983444763,0.963069086,0,0.69,11,0.64
TX Roberts County,0,0.19,0.12,0.08,0.39,0.566380134,0.039796243,0.956064947,0.573065903,0,0.69,11,0.64
TX Robertson County,0,0.19,0.12,0.08,0.39,0.523718561,0.723018147,0.932505571,0.967207896,0,0.69,11,0.64
TX Rockwall County,0,0.17,0.11,0.07,0.35,0.536453359,0.035020694,0.64469914,0.407513531,0,0.69,11,0.64
TX Runnels County,0,0.19,0.13,0.09,0.41,0.661572748,0.731932506,0.890480739,0.758357211,0,0.69,11,0.64
TX Rusk County,0,0.19,0.13,0.09,0.41,0.683858644,0.797516714,0.987265202,0.724291627,0,0.69,11,0.64
TX Sabine County,0,0.22,0.14,0.1,0.46,0.745622413,0.804520853,0.928366762,0.741165234,0,0.69,11,0.64
TX San Augustine County,0,0.22,0.14,0.1,0.46,0.723018147,0.965297676,0.88379497,0.946832219,0,0.69,11,0.64
TX San Jacinto County,0,0.21,0.14,0.09,0.44,0.664756447,0.690544413,0.99745304,0.58993951,0,0.69,11,0.64
TX San Patricio County,0,0.18,0.12,0.08,0.38,0.622731614,0.818210761,0.935689271,0.94078319,0,0.69,11,0.64
TX San Saba County,0,0.19,0.13,0.08,0.4,0.726201847,0.800382044,0.918178924,0.902260427,0,0.69,11,0.64
TX Schleicher County,0,0.19,0.12,0.08,0.39,0.82266794,0.862782553,0.967526266,0.609360076,0,0.69,11,0.64
TX Scurry County,0,0.19,0.13,0.09,0.41,0.773638968,0.692136262,0.966889526,0.773638968,0,0.69,11,0.64
TX Shackelford County,0,0.19,0.13,0.09,0.41,0.574021012,0.203438395,0.88061127,0.58771092,0,0.69,11,0.64
TX Shelby County,0,0.22,0.14,0.1,0.46,0.787647246,0.962113976,0.88443171,0.944285259,0,0.69,11,0.64
TX Sherman County,0,0.19,0.12,0.08,0.39,0.687360713,0.698822031,0.846545686,0.564469914,0,0.69,11,0.64
TX Somervell County,0,0.17,0.11,0.08,0.36,0.534224769,0.423432028,0.792104425,0.478510029,0,0.69,11,0.64
TX Starr County,0,0.19,0.11,0.07,0.37,0.746259153,0.992995861,0.991722381,0.99840815,1,0.69,11,0.64
TX Stephens County,0,0.19,0.13,0.09,0.41,0.553008596,0.635466412,0.88443171,0.70709965,0,0.69,11,0.64
TX Sterling County,0,0.19,0.12,0.08,0.39,0.781598217,0.364851958,0.854823305,0.520534862,0,0.69,11,0.64
TX Stonewall County,0,0.19,0.13,0.09,0.41,0.783190067,0.680674944,0.47086915,0.584845591,0,0.69,11,0.64
TX Sutton County,0,0.19,0.12,0.08,0.39,0.820120981,0.913721745,0.660936008,0.719516078,0,0.69,11,0.64
TX Swisher County,0,0.19,0.12,0.08,0.39,0.868194842,0.87965616,0.979305954,0.979305954,0,0.69,11,0.64
TX Tarrant County,0,0.16,0.11,0.07,0.34,0.58611907,0.262655205,0.815027061,0.592168099,1,0.69,11,0.64
TX Taylor County,0,0.18,0.12,0.08,0.38,0.623686724,0.455269023,0.615090735,0.758993951,0,0.69,11,0.64
TX Terrell County,0,0.18,0.12,0.08,0.38,0.859917224,0.802929004,0.984081503,0.347341611,0,0.69,11,0.64
TX Terry County,0,0.18,0.11,0.08,0.37,0.82425979,0.923909583,0.744348933,0.988538682,0,0.69,11,0.64
TX Throckmorton County,0,0.19,0.13,0.09,0.41,0.701368991,0.58548233,0.801337154,0.695319962,0,0.69,11,0.64
TX Titus County,0,0.19,0.13,0.09,0.41,0.810569882,0.854823305,0.640560331,0.711556829,0,0.69,11,0.64
TX Tom Green County,0,0.17,0.11,0.07,0.35,0.728430436,0.545049347,0.819165871,0.769818529,0,0.69,11,0.64
TX Travis County,0,0.14,0.09,0.06,0.29,0.580706781,0.189430118,0.70487106,0.64660936,1,0.69,11,0.64
TX Trinity County,0,0.21,0.14,0.09,0.44,0.656478828,0.902897167,0.93919134,0.948105699,0,0.69,11,0.64
TX Tyler County,0,0.22,0.14,0.1,0.46,0.736389685,0.784781917,0.982808023,0.930276982,0,0.69,11,0.64
TX Upshur County,0,0.19,0.13,0.09,0.41,0.615409105,0.568290353,0.993950971,0.730340656,0,0.69,11,0.64
TX Upton County,0,0.19,0.12,0.08,0.39,0.819484241,0.910219675,0.574021012,0.958293537,0,0.69,11,0.64
TX Uvalde County,0,0.17,0.11,0.07,0.35,0.770773639,0.947150589,0.759630691,0.954791468,0,0.69,11,0.64
TX Val Verde County,0,0.17,0.11,0.07,0.35,0.816300541,0.928685132,0.963705826,0.893346068,0,0.69,11,0.64
TX Van Zandt County,0,0.19,0.13,0.09,0.41,0.669213626,0.666348297,0.985354982,0.627188793,0,0.69,11,0.64
TX Victoria County,0,0.17,0.11,0.07,0.35,0.659025788,0.737981535,0.695638332,0.846545686,0,0.69,11,0.64
TX Walker County,0,0.21,0.14,0.09,0.44,0.642470551,0.574021012,0.967207896,0.739891754,0,0.69,11,0.64
TX Waller County,0,0.17,0.11,0.07,0.35,0.582935371,0.730659026,0.984718243,0.651066539,0,0.69,11,0.64
TX Ward County,0,0.18,0.12,0.08,0.38,0.845272206,0.796879975,0.980579433,0.625278574,0,0.69,11,0.64
TX Washington County,0,0.19,0.12,0.08,0.39,0.58771092,0.626233684,0.846545686,0.777141038,0,0.69,11,0.64
TX Webb County,0,0.17,0.1,0.07,0.34,0.790512576,0.965616046,0.982171283,0.789239096,1,0.69,11,0.64
TX Wharton County,0,0.17,0.11,0.07,0.35,0.621139764,0.890480739,0.828716969,0.935689271,0,0.69,11,0.64
TX Wheeler County,0,0.19,0.12,0.08,0.39,0.827443489,0.702005731,0.727793696,0.728748806,0,0.69,11,0.64
TX Wichita County,0,0.2,0.13,0.09,0.42,0.581980261,0.575612862,0.638968481,0.850684495,0,0.69,11,0.64
TX Wilbarger County,0,0.19,0.13,0.09,0.41,0.719197708,0.88443171,0.668895256,0.832537408,0,0.69,11,0.64
TX Willacy County,0,0.16,0.1,0.06,0.32,0.635784782,0.986628462,0.965934416,0.838268067,1,0.69,11,0.64
TX Williamson County,0,0.14,0.09,0.06,0.29,0.574021012,0.066539319,0.82171283,0.326010825,1,0.69,11,0.64
TX Wilson County,0,0.17,0.11,0.08,0.36,0.776504298,0.23495702,0.945877109,0.514167463,0,0.69,11,0.64
TX Winkler County,0,0.18,0.12,0.08,0.38,0.878064311,0.855141675,0.957020057,0.82425979,0,0.69,11,0.64
TX Wise County,0,0.19,0.13,0.09,0.41,0.567335244,0.430436167,0.966252786,0.623686724,0,0.69,11,0.64
TX Wood County,0,0.19,0.13,0.09,0.41,0.709646609,0.518624642,0.933460681,0.70614454,0,0.69,11,0.64
TX Yoakum County,0,0.18,0.11,0.08,0.37,0.890480739,0.671760586,0.772047119,0.721426297,0,0.69,11,0.64
TX Young County,0,0.19,0.13,0.09,0.41,0.574657752,0.602037568,0.789557466,0.746577523,0,0.69,11,0.64
TX Zapata County,0,0.19,0.11,0.07,0.37,0.795606495,0.991085642,0.981216173,0.930913722,0,0.69,11,0.64
TX Zavala County,0,0.17,0.11,0.07,0.35,0.851957975,0.99936326,0.876154091,0.990767272,1,0.69,11,0.64
UT Beaver County,37.7,0.16,0.12,0.07,0.35,0.876790831,0.362304998,0.334288443,0.314231137,0,0.61,11,0.64
UT Box Elder County,40.5,0.16,0.12,0.08,0.36,0.500795925,0.054441261,0.835402738,0.197389366,0,0.61,11,0.64
UT Cache County,47.7,0.14,0.1,0.06,0.3,0.546322827,0.088188475,0.769181789,0.135943967,0,0.61,11,0.64
UT Carbon County,42.3,0.18,0.13,0.08,0.39,0.504297994,0.397644062,0.297994269,0.450175103,0,0.61,11,0.64
UT Daggett County,56.8,0.18,0.13,0.08,0.39,0.597580388,0.019102197,0.867558103,0.689270933,0,0.61,11,0.64
UT Davis County,52.6,0.13,0.1,0.06,0.29,0.515759312,0.007959249,0.70359758,0.128939828,0,0.61,11,0.64
UT Duchesne County,36.3,0.18,0.13,0.08,0.39,0.667621777,0.361031519,0.322827125,0.46959567,0,0.61,11,0.64
UT Emery County,36.8,0.18,0.13,0.08,0.39,0.576886342,0.264565425,0.636103152,0.277618593,0,0.61,11,0.64
UT Garfield County,48.7,0.16,0.12,0.07,0.35,0.843043617,0.434574976,0.430117797,0.417701369,0,0.61,11,0.64
UT Grand County,61.9,0.18,0.13,0.08,0.39,0.592804839,0.331423114,0.244826488,0.617319325,1,0.61,11,0.64
UT Iron County,36,0.16,0.12,0.07,0.35,0.555237186,0.198344476,0.64947469,0.425978988,0,0.61,11,0.64
UT Juab County,31.3,0.16,0.12,0.07,0.35,0.735116205,0.197707736,0.860553964,0.268067494,0,0.61,11,0.64
UT Kane County,42,0.16,0.12,0.07,0.35,0.633874562,0.247373448,0.575612862,0.347341611,0,0.61,11,0.64
UT Millard County,36.5,0.16,0.12,0.07,0.35,0.620821394,0.145176695,0.501751035,0.510983763,0,0.61,11,0.64
UT Morgan County,41.9,0.14,0.1,0.06,0.3,0.508118434,0,0.488379497,0.127666348,0,0.61,11,0.64
UT Piute County,34.7,0.16,0.12,0.07,0.35,0.548233047,0.368035657,0.902897167,0.377268386,0,0.61,11,0.64
UT Rich County,45.2,0.14,0.1,0.06,0.3,0.524992041,0.138172557,0.482648838,0.251512257,0,0.61,11,0.64
UT Salt Lake County,58.8,0.14,0.1,0.06,0.3,0.545367717,0.086596625,0.439987265,0.364215218,1,0.61,11,0.64
UT San Juan County,50.8,0.18,0.13,0.08,0.39,0.852913085,0.985991722,0.276663483,0.868831582,0,0.61,11,0.64
UT Sanpete County,33,0.16,0.12,0.07,0.35,0.604902897,0.1747851,0.594396689,0.231136581,0,0.61,11,0.64
UT Sevier County,34.2,0.16,0.12,0.07,0.35,0.534861509,0.168099331,0.464501751,0.290671761,0,0.61,11,0.64
UT Summit County,79.3,0.14,0.1,0.06,0.3,0.535498249,0.041706463,0.304043298,0.133715377,1,0.61,11,0.64
UT Tooele County,46.8,0.16,0.12,0.08,0.36,0.64501751,0.033747214,0.848774276,0.206940465,0,0.61,11,0.64
UT Uintah County,36.2,0.18,0.13,0.08,0.39,0.634829672,0.371219357,0.872333652,0.424387138,0,0.61,11,0.64
UT Utah County,44.7,0.15,0.11,0.07,0.33,0.559375995,0.030881885,0.748169373,0.163005412,0,0.61,11,0.64
UT Wasatch County,48.9,0.18,0.13,0.08,0.39,0.542184018,0.053486151,0.751989812,0.203756765,0,0.61,11,0.64
UT Washington County,42.7,0.14,0.1,0.06,0.3,0.472461,0.11684177,0.435211716,0.332059854,0,0.61,11,0.64
UT Wayne County,45.9,0.16,0.12,0.07,0.35,0.838586437,0.617000955,0.46800382,0.363896848,0,0.61,11,0.64
UT Weber County,48,0.15,0.11,0.07,0.33,0.536771729,0.074816937,0.658389048,0.298949379,0,0.61,11,0.64
VA Accomack County,55.4,0.12,0.06,0.04,0.22,0.156956383,0.88506845,0.491244826,0.868831582,0,0.67,14,0.61
VA Albemarle County,25,0.11,0.05,0.04,0.2,0.442215855,0.054759631,0.301814709,0.129894938,1,0.67,14,0.61
VA Alleghany County,4.9,0.11,0.06,0.04,0.21,0.17574021,0.670168736,0.82617001,0.480101878,0,0.67,14,0.61
VA Amelia County,1.8,0.15,0.07,0.05,0.27,0.250875517,0.634192932,0.657115568,0.258834766,0,0.67,14,0.61
VA Amherst County,29.7,0.12,0.06,0.04,0.22,0.464820121,0.554600446,0.751671442,0.40910538,0,0.67,14,0.61
VA Appomattox County,1.9,0.12,0.06,0.04,0.22,0.170646291,0.537726839,0.76313276,0.285577841,0,0.67,14,0.61
VA Arlington County,41.1,0.07,0.04,0.02,0.13,0.221585482,0.047755492,0.35179879,0.487742757,1,0.67,14,0.61
VA Augusta County,23.5,0.14,0.07,0.05,0.26,0.126074499,0.198026106,0.709964979,0.194842407,0,0.67,14,0.61
VA Bath County,17.4,0.14,0.07,0.05,0.26,0.700413881,0.798790194,0.815982171,0.199299586,0,0.67,14,0.61
VA Bland County,7.9,0.14,0.07,0.05,0.26,0.381088825,0.466411971,0.427570837,0.134988857,0,0.67,14,0.61
VA Botetourt County,19.2,0.11,0.06,0.04,0.21,0.155364534,0.027698185,0.699458771,0.076408787,0,0.67,14,0.61
